frame_id,source_dir,frame_dir,frame_number,raw_frame_path,split,crop_count,ground_truth_code,notes,session_observations
live-user-20260617-011113__frame-97,live-user-20260617-011113,frame-97,97,raw/live-user-20260617-011113/debug/frame-97,train,6,CIV4,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-98,live-user-20260617-011113,frame-98,98,raw/live-user-20260617-011113/debug/frame-98,train,6,CIV4,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-100,live-user-20260617-011113,frame-100,100,raw/live-user-20260617-011113/debug/frame-100,val,8,CIV4,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-101,live-user-20260617-011113,frame-101,101,raw/live-user-20260617-011113/debug/frame-101,train,6,not_sticker,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-104,live-user-20260617-011113,frame-104,104,raw/live-user-20260617-011113/debug/frame-104,train,8,NOR20,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-105,live-user-20260617-011113,frame-105,105,raw/live-user-20260617-011113/debug/frame-105,train,8,NOR20,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-108,live-user-20260617-011113,frame-108,108,raw/live-user-20260617-011113/debug/frame-108,train,8,AUS18,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-109,live-user-20260617-011113,frame-109,109,raw/live-user-20260617-011113/debug/frame-109,train,8,AUS18,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-110,live-user-20260617-011113,frame-110,110,raw/live-user-20260617-011113/debug/frame-110,train,8,AUS18,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-111,live-user-20260617-011113,frame-111,111,raw/live-user-20260617-011113/debug/frame-111,val,8,AUS18,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-112,live-user-20260617-011113,frame-112,112,raw/live-user-20260617-011113/debug/frame-112,train,8,AUS18,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-113,live-user-20260617-011113,frame-113,113,raw/live-user-20260617-011113/debug/frame-113,train,8,AUS18,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-114,live-user-20260617-011113,frame-114,114,raw/live-user-20260617-011113/debug/frame-114,train,8,AUS18,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-115,live-user-20260617-011113,frame-115,115,raw/live-user-20260617-011113/debug/frame-115,test,8,AUS18,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-128,live-user-20260617-011113,frame-128,128,raw/live-user-20260617-011113/debug/frame-128,train,4,not_sticker,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-133,live-user-20260617-011113,frame-133,133,raw/live-user-20260617-011113/debug/frame-133,train,4,not_sticker,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
